id,name,text,trans
4009001000130010,果穂,"みなさん、スゴすぎて緊張しちゃいます……
プロデューサーさんっ！　アドバイスをください！","모두들, 엄청 굉장해서 긴장돼요......
프로듀서님! 어드바이스를 해주세요!"
0000000000000,プロデューサー,（そうだな……）,( 그렇구나...... )
select,,"正義のヒーローなら
大丈夫だ","정의의 히어로라면
괜찮아"
select,,俺がついてる,"내가 옆에 있어 "
select,,"他の人のことなんて
気にするな","다른 사람 같은 건
신경쓰지 마"
4009001000130020,果穂,"はいっ、そうですよねっ！
正義のヒーローなら、きっとうまくいきますっ！","넵, 그렇죠!
정의의 히어로라면, 분명 잘 해낼 거예요!"
0000000000000,プロデューサー,（笑顔が見れて良かった）,( 웃는 얼굴을 볼 수 있어서 다행이야 )
4009001000130030,果穂,"はいっ！
プロデューサーさんがいれば、きっと大丈夫ですっ！","넵!
프로듀서님이 계시면, 분명 괜찮을 거예요!"
0000000000000,プロデューサー,（元気を取り戻せたようだ）,( 활기를 되찾아 준 것 같아 )
4009001000130040,果穂,"は、はいっ！　そうですよね……
ちゃ、ちゃんと集中しなくちゃっ！","네, 넵! 그렇네요......
제, 제대로 집중해야겠죠!"
0000000000000,プロデューサー,（逆に、緊張させてしまっただろうか？）,"( 반대로, 긴장하게 해버린 걸까? )"
info,produce_communication_cheers/400900100013.json,
译者,,
