id,name,text,trans
4001008050010,甜花,"正座……
足、しびれてきちゃった……","정좌......
발, 저려오기 시작했어......"
4001008050020,甘奈,ええっ！？　甜花ちゃん平気！？,에엣!?　텐카쨩 괜찮아!?
4001008050030,甘奈,"無理しなくても──
ほら、楽な座り方でも大丈夫だよ！","무리하지 않아도
봐, 편한 자세로 앉아도 괜찮아!"
4001008050040,甜花,あう……でも……,아우......그치만......
4001008050050,甜花,"かるたの動画、見たら……
そうじゃ……なかった……","카루타의 영상, 보면......
그렇지...... 않았어......"
4001008050060,甜花,ゲームのルール、大事……！,"게임의 룰은, 중요해......!"
4001008050070,甘奈,甜花ちゃん……,텐카쨩......
4001008050080,甜花,正座、長くはもたないから……,"정좌, 길게는 버틸 수 없으니까......"
4001008050090,甜花,"ここからは……
スピード勝負だよ、なーちゃん……！","여기서 부턴......
스피드 승부야, 나쨩......!"
4001008050100,甘奈,！,!
4001008050110,甘奈,"いいよー甜花ちゃん！
この勝負、甘奈がすぐに片付けてあげるっ☆","좋아 텐카쨩!
이 승부, 아마나가 바로 정리해주겠어☆"
4001008050120,甘奈,手加減なしで行くよ～！,사정없이 갈게~!
4001008050130,千雪,ふふ,후후
4001008050140,千雪,"──それじゃあ続けます
次の札は……","그러면 계속하겠습니다
다음 패는......"
4001008050150,千雪,『志は松の葉』,『마음가짐은 솔잎』
4001008050160,甘奈,──あ……,아......
4001008050170,甜花,"……？
なーちゃん……？","......?
나쨩......?"
4001008050180,甘奈,"甜花ちゃん大変！
新しい年賀状印刷するの、忘れないようにしなきゃ","텐카쨩 큰일이야!
새로운 연하장 인쇄하는 거, 잊지 말아야 했는데 "
4001008050190,甜花,あ……ほんとだ……,아......정말이다......
4001008050200,千雪,出し忘れ？,보내는 걸 잊었니?
4001008050210,甘奈,"うーん、出し忘れといえば出し忘れ……
それとも出し損ねかな……？","으음, 보내는 걸 잊었다고 하면 잊었다고  할까......
안보냈다고 할까......?"
4001008050220,甜花,想定外……,상정외......
4001008050230,甘奈,そうだね、確かに想定外！,"그러게, 확실히 상정외야!"
4001008050240,千雪,……？,......?
4001008050250,甘奈,"甘奈たち、前は富山に住んでたんだけどね、
その頃の友達が送ってきてくれたんだ","아마나네, 전에는 토야마에 살았었는데,
그 무렵의 친구가 보내준거야"
4001008050260,甘奈,"甘奈たちのこと、テレビで見てビックリしたけど、
応援してるよって──","아마나네의 일, TV로 보고 깜짝 놀랐지만,
응원하고 있다고"
4001008050270,甘奈,甜花ちゃんも甘奈も、すっごく嬉しかったの！,"텐카쨩도 아마나도, 엄청 기뻤어!"
4001008050280,甘奈,嬉しかったんだけど……,기뻤지만......
4001008050290,甘奈,"でも……
甘奈たちは……年賀状、送ってなくて……","그치만......
아마나네는...... 연하장, 보내질 못해서......"
4001008050300,甜花,"お引っ越ししてから……あんまり……
会えなくなっちゃって……","이사하고 나서부터...... 그다지......
만날 수 없게 되어서......"
4001008050310,甜花,"だんだん、連絡とかも減っちゃって……
今年は……送らなくても……って……","점점, 연락같은 것도 줄어버려서......
올해는...... 보내지 않아도......하면서......"
4001008050311,甘奈＆甜花,……,......
4001008050320,千雪,そうだったんだ……,그랬었구나......
4001008050330,甘奈,"……ねぇ千雪さん、
相手の子、嫌な気持ちになってると思う……？","......저기 치유키씨,
저쪽에 있는 애, 싫은 감정이 들었다고 생각해......?"
4001008050340,甜花,"自分は……ちゃんと出したのに……
甜花たちは、そうじゃなかったって……","자기는......제대로 보냈는데......
텐카네는,  그렇지 않았네 하고......"
4001008050350,甘奈,"せっかく年賀状くれたのに、
そう思わせちゃってたら悲しいなって、甘奈──……","모처럼 연하장 보내줬는데,
그렇게 생각해 버렸으면 슬퍼서, 아마나는......"
4001008050360,甜花,……,......
4001008050370,千雪,……,......
4001008050380,千雪,"甘奈ちゃん、甜花ちゃん、聞いてくれる？
実はね、私も一緒なんだ","아마나쨩, 텐카쨩, 들어 줄래?
실은 말야, 나도 똑같아 "
4001008050390,甜花,一緒……？,똑같아......?
4001008050400,千雪,"うん
今年は送らなかった人から、年賀状が届いて──","응
올해는 보내지 않았던 사람에게서, 연하장이 도착해서"
4001008050410,千雪,"今のふたりと同じ
どうして送らなかったんだろう、ごめんなさい……って","지금 두사람처럼
어째서 보내지 않았던 걸까, 죄송해요......하고"
4001008050420,千雪,"とっても嬉しいのに、
少しだけ悲しいような気持ちになっちゃった","그것도 있었네!
모두 같이 통통한 새가 되었어!"
4001008050430,甘奈,千雪さんも……？,치유키씨도......?
4001008050440,千雪,うん……！,응......!
4001008050450,千雪,"でもね、だから──……
お返事は、うんと心をこめて書きたいなって思ったの","하지만 말야, 그렇기 때문에......
답장은, 아주 마음을 담아서 적고 싶다고 생각했어 "
4001008050460,千雪,"きっと、私のことを思って
この年賀状を用意してくれたはずだから","분명, 나에 대해 생각하면서
이 연하장을 준비해 줬을테니까 "
4001008050470,千雪,"その真心に応えられるように──
私も、きちんとお返事に向き合いたいなって","그 진심에 보답할 수 있도록
나도, 확실히 답장으로 마주하고 싶다고"
4001008050480,甜花,"……甜花、それ知ってる……
えと……『志は松の葉』……？","......텐카, 그거 알고 있어......
그러니까......『마음가짐은 솔잎』......?"
4001008050490,千雪,ええ……！,맞아......!
4001008050500,千雪,"そういう言葉だってあるんだもん、
一生懸命なお返事なら、相手の子も喜んでくれると思う","그런 말도 있는걸,
열심히 쓴 답장이라면, 상대방도 기뻐해 줄거라고 생각해 "
4001008050501,甘奈＆甜花,……！,......!
4001008050510,甜花,"なーちゃん……
書こう……！","나쨩......
쓰자......!"
4001008050520,甘奈,"うん、もちろんだよ甜花ちゃん！
ふたりで、めっちゃすごい年賀状を送らなきゃ！","응, 물론이야 텐카쨩!
둘이서, 엄청 굉장한 연하장을 보내는 거야!"
4001008050530,甜花,うん……！,응......!
4001008050540,甘奈,"──そうだ！
メッセージを筆で書くのってどうかな","맞다!
메세지를 붓으로 적는 건 어떨까"
4001008050550,甘奈,"千雪さんのおかげで、甘奈、
今日のトレンドは筆文字☆　ってカンジなんだ","치유키씨 덕분에, 아마나,
오늘의 트렌드는 붓글씨☆ 라는 느낌이거든"
4001008050560,甘奈,気持ち、うんと込められる気がする,"마음, 듬뿍 담을 수 있을 것 같은 기분이 들어"
4001008050570,甜花,"さ、賛成……！
甜花も……筆で書きたい……！","차, 찬성......!
텐카도...... 붓으로 쓰고 싶어......!"
4001008050580,千雪,ふふっ……──,후훗......
4001008050590,甘奈,無地のはがきは残ってるから、それに直接書いて──,"백지 엽서는 남아 있으니까, 거기에 직접 적어서"
4001008050600,甘奈,"せっかくならイラストとかもあった方がいいかな？
絵の具出してくるのもありー……？","이왕이면 일러스트 같은 것도 있는 편이 좋을까?
물감 꺼내는 것도 좋을지도 ......?"
4001008050610,甜花,徹底的に……手書きスタイル……！,철저하게...... 손글씨 스타일로......!
4001008050620,甘奈,えへへー、うん☆,"에헤헤 , 응☆"
4001008050630,甜花,"だったら……
千雪さんも……一緒に……","그러면......
치유키씨도...... 같이......"
4001008050640,千雪,え？,에?
4001008050650,甜花,えと……よかったら……,저기......괜찮으면......
4001008050660,甜花,"千雪さんも……ここで……
一緒に、年賀状……書こう……？","치유키씨도...... 여기서......
같이, 연하장...... 쓰자......?"
