id,name,text,trans
0000000000000,プロデューサー,果穂──ああ、剣を見てたのか,"카호──아, 검을 보고 있었구나"
6009002030010,果穂,はい……,네......
6009002030020,果穂,"この剣……
買ってもらった時より、小さくなったって思ったんです……","이 검......
받았을 때보다, 작아졌다고 생각했어요......"
6009002030030,果穂,"でも、そうじゃなくて……
あたしが、大きくなったんだって……","하지만, 그런 게 아니고......
제가, 커진거라고......"
6009002030040,果穂,"大人になったんじゃないかって、
みなさんが教えてくれました……","어른이 된거 아냐? 라고,
모두가 알려줬어요......"
6009002030050,果穂,──プロデューサーさん,──프로듀서님
0000000000000,プロデューサー,うん。なんだ？,응. 왜 그래?
6009002030060,果穂,ちょっとだけ大人になった小宮果穂、見ててください！,"조금 어른이 된 코미야 카호, 보고 있어 주세요!"
6009002030070,果穂,前よりもパワーアップしたステージにしてきます！,저번보다 파워업한 무대로 만들고 올게요!
info,produce_events/600900203.json,
译者,,
