id,name,text,trans
4901007370010,智代子,"こっ……！
これはっ……──！","이……!
이건……──!"
4901007370020,智代子,"日々行列ができてやまない人気店の……！
クリスマスシーズン限定チョコレートセット……！","매일 행렬이 생겨나면서 그치지 않는 인기가게의……!
크리스마스 시즌 한정 초콜릿세트……!"
4901007370030,智代子,プロデューサーさんっ……！,프로듀서님……!
0000000000000,プロデューサー,はは、いい反応がもらえて嬉しいよ,"하하, 좋은 반응을 받아서 기뻐"
0000000000000,プロデューサー,"サンタからじゃなくて悪いけど、
日頃頑張ってくれてる智代子にプレゼントだ","산타에게서가 아니라 미안하지만,
매일 열심히 해주는 치요코에게 선물이야"
0000000000000,プロデューサー,受け取ってもらえるか？,받아줄 수 있겠니?
4901007370040,智代子,断る理由がありません……！,거절할 이유가 없죠……!
4901007370050,智代子,"──ありがとうございますっ！
プロデューサーさんっ","──고맙습니다!
프로듀서님"
info,special_communications/490100737.json,
译者,,
