id,name,text,trans
6010003060010,智代子,あ──,아──
0000000000000,プロデューサー,智代子──……,치요코──……
6010003060020,智代子,泣いてる場合じゃなーーーーいっ,울고 있을 때가 아니ーーーー얏
0000000000000,プロデューサー,！,!
6010003060030,智代子,"大声出してすみません！
泣きたくなくて……！","큰 소리 내서 죄송해요!
울고 싶지 않아서……!"
6010003060040,智代子,"──これが今の実力だと知りました
だからやっぱり、私のせいなんです","──이제 지금의 실력이라고 알았습니다
그러니 역시, 제 탓이에요"
6010003060050,智代子,──だから……！,──그러니까……!
6010003060060,智代子,"今日の結果を必ず覆すこと！
今からの私の目標です！","오늘의 결과를 반드시 뒤집을 것!
지금부터 저의 목표에요!"
6010003060070,智代子,……ねっ、プロデューサーさん！,"……그렇죠, 프로듀서님!"
info,produce_events/601000306.json,
译者,,
