id,name,text,trans
4901008030010,めぐる,ハッピーバレンタイン！,해피 발렌타인!
4901008030020,めぐる,プロデューサー、いつもプロデュースありがとう！,"프로듀서, 항상 프로듀스해줘서 고마워!"
4901008030030,めぐる,──の気持ち！　受け取ってくれたら嬉しいなぁ……！,──의 마음!받아주면 기쁠텐데……!
0000000000000,プロデューサー,おお……ありがとう！　大事にいただくな,오오…… 고마워! 감사히 먹을게
4901008030040,めぐる,どういたしまして！,천만의 말씀!
4901008030050,めぐる,"チョコの味はね、
わたしおすすめのものを選んでみました！","초콜릿의 맛은,
제가 추천하는 녀석으로 골랐습니다!"
4901008030060,めぐる,"美味しいのばっかりだから、
なんの味かなー？　って色々試してみてね！","맛있는건 확실하니까,
어떤 맛일까ー? 여러가지 시도해줘!"
0000000000000,プロデューサー,そうなのか！　楽しみだ……！,그렇구나! 기대되네……!
4901008030070,めぐる,えへへっ、楽しみにしてて！,"에헤헷, 기대하고 있어줘!"
4901008030080,めぐる,"それで、プロデューサーはどれが好きだったか、
教えてほしいな！","그래서, 프로듀서는 어떤 게 좋았는지,
알려줬으면 좋겠어!"
info,special_communications/490100803.json,
译者,,
