id,name,text,trans
4021001000110010,円香,何か飲み物をもらえませんか,마실 것 좀 주시겠어요?
0000000000000,プロデューサー,（用意したのは……）,(준비해 둔 건......)
select,,ミネラルウォーター,미네랄 워터
select,,ジュース,주스
select,,ウーロン茶,우롱차
4021001000110020,円香,ありがとうございます,감사합니다
0000000000000,プロデューサー,（ああ、歌う前には喉を潤すことが大切だ……！）,"(아, 노래하기 전에는 목을 축이는 게 중요하지……!)"
4021001000110030,円香,……それなら結構です,그럼 됐어요
0000000000000,プロデューサー,（甘くて美味しいと思ったんだけど……）,(달고 맛있다고 생각했는데……)
4021001000110040,円香,……呆れた,어처구니가 없네요……
0000000000000,プロデューサー,（受け取らずに行ってしまった……）,(안 받고 가버렸다……)
info,produce_communication_cheers/402100100011.json,
译者,,
