id,name,text,trans
3002009010010,灯織,イルミネの『RPGのススメ』始まります,일루미의 『RPG플레이』 시작할게요.
0000000000000,リスナー,"『初見』『お疲れ～昨日発売の雑誌買ったよ～』
『この子たちアイドルなの』『２８３プロで検索してみて』","『초면』 『수고~ 어제 발매된 잡지 샀어~』
『애네들 아이돌이야』 『283프로덕션에서 찾아봐』"
3002009010020,めぐる,"おっ！　今日ははじめましての人、結構いるのかな？
いらっしゃい！　楽しんでいってねー！","오! 오늘은 처음보는 사람들 꽤 있는건가?
어서와! 재미있게 보고가~!"
3002009010030,灯織,"こんにちは
ごゆっくりどうぞ","안녕하세요
잘 보다 가세요"
3002009010040,真乃,"もしよければ、
私たちを助けてくれたらうれしいですっ","혹시 괜찮으시면
저희들을 도와주시면 좋을거 같아요"
3002009010050,めぐる,この配信では、ゲーム初心者３人でRPGを攻略中だよー！,이 방송에서는 게임 초보 3명이서 RPG를 공략할거야!
3002009010060,灯織,"配信回によって、プレイヤーが異なります
今回は私──風野灯織です","매회마다 플레이어가 달라집니다 
이번에는 저, 카자노 히오리 입니다."
3002009010070,真乃,"他のふたりは、リスナーのみなさんとお話をしながら
操作している人のお手伝いをしていますっ","다른 두명은 리스너분들과 이야기를 하면서
플레이하는 사람을 도와줍니다."
3002009010080,めぐる,"参加型って言うのかな？
みんなに助けてもらいながら、クリアを目指してるんだ！","참가형 이라고 하는걸까?
모두한테 도움 받으면서 클리어를 노리는거야!"
3002009010090,真乃,"コメントは全部見るようにしているので、
どんどんアドバイスをいただけたらうれしいですっ","코멘트는 전부 보려고 하니
어드바이스 잔뜩 주시면 감사해요!"
3002009010100,めぐる,"あっでもでも、答えを言っちゃうのはなしね！
ギリギリを見極めてほしいな！","아 그래도 공략을 말하는건 안되니까!
아슬아슬한걸 보고서 즐겨줘!"
3002009010110,灯織,私が操作の時は全部教えてほしいです……,제가 조작할때는 전부 알려주셨으면 해요……
3002009010120,めぐる,それは許可できませーん！,그건 허가 할 수 없습니다~!
3002009010130,真乃,"ふふっ
そうだね……","후훗
그렇네……"
3002009010140,真乃,一緒に頑張ろう、灯織ちゃんっ,"같이 열심히 하자, 히오리짱"
3002009010150,灯織,う……努力はする……,우으…… 노력은 할게……
3002009010160,めぐる,"──そんなわけで、ヒントはほしいんだ
リスナーのみんなが頼りだからねー？　よろしくね！","그런고로, 힌트는 고마워.
리스너 모두에게 기대할테니까! 잘부탁해!"
0000000000000,リスナー,『塩梅難しいけど、面白そう』『任せてー』,『어렵겠지만 재미있겠네』 『맡겨줘!』
3002009010170,灯織,ありがとうございます、頼りにしてます,"감사합니다, 기대할게요."
3002009010180,真乃,よろしくお願いしますっ,잘부탁드립니다.
3002009010190,真乃,"早速だけど、灯織ちゃん
今日の目標はもう決めてるかな……？","바로 들어가보면, 히오리짱
오늘 목표는 정한거야……?"
3002009010200,灯織,"そうだね……
前回、ボスに勝てなかったから……再挑戦して勝ちたい","그렇네……
저번에는 보스를 못이겼으니까……최종전에서 이기고 싶어"
3002009010210,めぐる,"真乃が挑戦したのだね！
ええっと……中ボス？　のうちのひとつ？　みたいな？","마노가 도전한거 말이지!
그러니까…… 중보스? 그중 하나? 같은애?"
3002009010220,灯織,全部あやふやだよ、めぐる,"전부 모호한데, 메구루"
3002009010230,真乃,"リスナーさんが今コメントくれてるよ
読むね……っ","리스너씨가 지금 코멘트 주고 있어
읽을게……"
3002009010240,真乃,"……最終決戦……？　あ、大ボスのことですね……っ
そこまでに、７回強い敵と戦うみたいだよ","최종결전……? 아, 보스 말이죠
거기까지 7명의 강한 적하고 싸우는거 같아."
3002009010250,めぐる,"ふんふん……
今つまずいてるこのボスは、５回目だって！","흠흠……
지금 싸우고 있는 보스는 5번째래!"
3002009010260,めぐる,"思ったより終わりが近いのかな
あと３回で魔王にたどり着いちゃうんだねー","생각한거보다 끝이 가까운건가
앞으로 3번으로 마왕한테 갈수 있는거네"
3002009010270,灯織,"なるほど……
近づいてるから、強いし難しいんだ……","그렇구나……
가까워 지고 있으니까 점점 어려워 지는건가……"
3002009010280,灯織,このボス、どうやって倒せばいいですか？,이 보스는 어떻게 이기면 되는건가요?
3002009010290,めぐる,"さっそく答え聞いちゃう！
灯織、みんなを困らせるのはなしだよー？","바로 답을 들으려는거야?
히오리, 모두를 곤란하게 하는건 안된다고!"
3002009010300,灯織,"ずっと考えてたけど、わからなかったから……
知ってる人がいるなら、聞いた方がいいと思って","계속 고민해봤지만 모르겠으니까……
아는 사람이 있으면 들으면 좋겠다 싶어서."
3002009010310,灯織,"とりあえず、原因のひとつにレベルもあるかなと思って、
上げました","일단은 원인중 하나에 레벨도 있을거라고 생각해서,
올려놨어요"
3002009010320,めぐる,──こちらがレベルを上げておいた主人公になります！,이쪽이 레벨을 올린 주인공입니다!
0000000000000,リスナー,"『料理番組みたいだな』『いやでもナイスカットでしょ』
『レベリングで助言することないしね』","『요리 프로 같네』 『싫지만 나이스 컷 이지』
『레벨링에서는 조언할게 없네』"
3002009010330,めぐる,"でしょでしょ？
ひたすら経験値稼ぐだけじゃ面白くないからね！","그치 그치?
그냥 경험치 벌이만 하면 재미 없으니까!"
3002009010340,真乃,灯織ちゃん、とっても頑張ってレベルを上げてましたっ,히오리짱 굉장히 열심히 해서 레벨을 올렸어요.
3002009010350,めぐる,"次は自分が操作するから──って、
時間見つけてやってたんだよね！","다음에는 자기가 조작할거니까 라고
시간 들여서 해뒀지!"
3002009010360,真乃,"ふふっ……
今日はきっと勝てるねっ","후훗……
오늘은 분명 이길수 있겠네."
3002009010370,灯織,"だといいんだけど……
前回見てた感じだと、通常の攻撃じゃダメみたいだよね","그러면 좋겠는데……
전에 느낀걸로는 통상 공격으로는 안되는거 같아."
3002009010380,灯織,"考えられるのは、特定のパーティーで何か起こるとか、
あとは、イベントを見落としてるとか……？","생각할수 있는건 특정한 파티로 뭔가가 일어나는거라던가
아니면, 이벤트를 놓쳤다던가……?"
3002009010390,めぐる,"それはあるかも！　ジョブや属性の特攻とか、
イベントを起こすと特別な技を使えるようになるとか！","그런것도 있겠네! 작업이나 속성 특공이라던가
이벤트를 보면 특별한 기술을 쓸 수 있다던가!"
3002009010400,真乃,"ほわっ
『いいとこついてる』だって……っ","호왓
『잘 짚었어』라네……"
3002009010410,めぐる,なるほどー？,과연?
3002009010420,灯織,『いいとこ』……ってことは、正解じゃないんだ……,『짚었다』라니…… 정답이 아닌거구나……
3002009010430,灯織,考え方は合ってるのかな……,생각하는건 맞았을까……
3002009010440,灯織,"じゃあ、一度ボス戦行ってみて色々試そう
負ける前提になるけど、何か掴めるかも","그러면 일단 보스전에서 여러가지 해보자
지는게 전제가 되겠지만 뭔가가 통할지도"
3002009010450,灯織,それでいい？,그걸로 괜찮아?
3002009010451,真乃＆めぐる,うんっ！,응!
3002009010460,灯織,"──それで、どうする？　このくだり、
前回もやったところだけど……今回もやる？","그러면, 어떻게할래? 이런건
저번에도 했었는데…… 이번에도 할래?"
3002009010470,めぐる,もう定番だし、やろうやろう！,"이젠 단골이고, 하자 하자!"
3002009010480,真乃,私もやりたいなっ,나도 하고싶어.
3002009010490,灯織,ふふ、うん、わかった,"후훗, 응, 알았어."
3002009010500,めぐる,それじゃあ、行きまーす！,"그러면, 갑니다!"
3002009010510,めぐる,『勇者ヒオリか……よくここまで来たな』,『용사 히오리인가…… 잘도 여기까지 왔구나』
3002009010520,灯織,"『当たり前だ
お前たちはこの世界のために倒さないといけない』","『당연하지
너희들을 이 세계를 위해서 쓰러트려야해』"
3002009010530,めぐる,『お前に私が倒せるかな……？』,『너가 나를 쓰러트릴수 있을까……?』
